ID,Common name,Stability,Activated formula unit_x,Metal,Nmetal,M_AtomicRadii,M_Electronegativity,M_Valency,M_Affinity,M_Ionization,Activated formula unit_y,Linker,NLinker,L_acid-pKa,L_afpBr1_C3_C3,L_afpC2_C2_C2,L_afpC2_C2_C3,L_afpC2_C3_C3,L_afpC2_C3_N2,L_afpC3_C3_C3,L_afpC3_C3_C4,L_afpC3_C3_Cl1,L_afpC3_C3_F1,L_afpC3_C3_H1,L_afpC3_C3_N2,L_afpC3_C3_N3,L_afpC3_C3_O1,L_afpC3_C3_O2,L_afpC3_C3_P4,L_afpC3_C3_S2,L_afpC3_C4_C3,L_afpC3_C4_C4,L_afpC3_C4_F1,L_afpC3_C4_H1,L_afpC3_C4_N2,L_afpC3_C4_N3,L_afpC3_C4_O2,L_afpC3_C4_P4,L_afpC3_N2_C3,L_afpC3_N2_C4,L_afpC3_N2_N2,L_afpC3_N2_N3,L_afpC3_N3_C3,L_afpC3_N3_C4,L_afpC3_N3_H1,L_afpC3_N3_N2,L_afpC3_N3_N3,L_afpC3_N3_O1,L_afpC3_N3_O2,L_afpC3_O2_C3,L_afpC3_O2_C4,L_afpC3_O2_H1,L_afpC3_P4_O1,L_afpC3_P4_O2,L_afpC3_S2_C3,L_afpC3_S2_H1,L_afpC4_C3_C4,L_afpC4_C3_H1,L_afpC4_C3_N2,L_afpC4_C3_N3,L_afpC4_C3_O1,L_afpC4_C3_O2,L_afpC4_C4_C4,L_afpC4_C4_F1,L_afpC4_C4_H1,L_afpC4_C4_N2,L_afpC4_C4_N3,L_afpC4_C4_O2,L_afpC4_N2_C4,L_afpC4_N2_N2,L_afpC4_N3_C4,L_afpC4_N3_H1,L_afpC4_O2_C4,L_afpC4_O2_H1,L_afpC4_O2_P4,L_afpC4_P4_H1,L_afpC4_P4_O1,L_afpC4_P4_O2,L_afpF1_C4_F1,L_afpF1_C4_O2,L_afpF1_Si4_F1,L_afpH1_C3_N2,L_afpH1_C3_N3,L_afpH1_C3_O1,L_afpH1_C3_O2,L_afpH1_C4_H1,L_afpH1_C4_N2,L_afpH1_C4_N3,L_afpH1_C4_O2,L_afpH1_C4_P4,L_afpH1_N3_H1,L_afpH1_N3_N2,L_afpH1_N3_N3,L_afpH1_O2_N3,L_afpH1_O2_P3,L_afpH1_O2_P4,L_afpH1_P4_O1,L_afpH1_P4_O2,L_afpN2_C3_N2,L_afpN2_C3_N3,L_afpN2_C4_N2,L_afpN2_N2_N3,L_afpN2_N3_N2,L_afpN3_C3_O1,L_afpN3_O2_P4,L_afpO1_C3_O1,L_afpO1_C3_O2,L_afpO1_N3_O2,L_afpO1_P3_O2,L_afpO1_P4_O2,L_afpO2_P3_O2,L_afpO2_P4_O2,L_afpP4_C4_P4,L_efpfam_acrylate,L_efpfam_ketone,L_efpfam_polyamides,L_efpfam_polyanhydrides,L_efpfam_single,L_efpnorm_mol_wt,L_efpnumatoms_none_H,L_efpring,L_mfpChi0n,L_mfpChi0v,L_mfpChi1n,L_mfpChi1v,L_mfpChi2n,L_mfpChi2v,L_mfpHallKierAlpha,L_mfpMQNs13,L_mfpMQNs14,L_mfpMQNs15,L_mfpMQNs16,L_mfpMQNs17,L_mfpMQNs19,L_mfpMQNs20,L_mfpMQNs21,L_mfpMQNs24,L_mfpMQNs25,L_mfpMQNs26,L_mfpMQNs27,L_mfpMQNs28,L_mfpMQNs29,L_mfpMQNs30,L_mfpMQNs31,L_mfpMQNs32,L_mfpMQNs35,L_mfpMQNs36,L_mfpMQNs40,L_mfpMQNs41,L_mfpMQNs42,L_mfpNumAliphaticRings,L_mfpNumAromaticRings,L_mfptpsa,L_linkermetalratio,L_no,L_noh,L_nh2o
67,CAU-10-NH2(59),2,Al(OH)(ISO-NH2),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-NH2),"['ISONH2', 'OH']","[1.0, 1.0]",4.25,0,0,0,0,0,0.5,0,0,0,0.3,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0.754779167,0.65,0.461538462,0.654010338,0.304010338,0.312551358,0.152005169,0.102426088,0.102426088,0.102,0.6,0.1,0,0.15,0.15,0.15,0.45,0.25,0,0,0.1,0.1,0.15,0,0,0.3,0,0,0.05,0,0,0,0,0.05,1.25775,1,0,1,0
68,CAU-10-NO2(59),2,Al(OH)(ISO-NO2),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-NO2),"['ISONO2', 'OH']","[1.0, 1.0]",2.94,0,0,0,0,0,0.476190476,0,0,0,0.285714286,0,0.095238095,0.095238095,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0.047619048,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0.047619048,0,0,0,0,0,1,0,0,0,0,0.841813492,0.714285714,0.4,0.61412873,0.328414445,0.291904601,0.162154845,0.109791978,0.109791978,0.116190476,0.571428571,0.142857143,0,0.142857143,0.142857143,0.19047619,0.619047619,0.333333333,0,0.047619048,0.142857143,0.142857143,0.142857143,0,0,0.285714286,0,0,0.047619048,0,0,0,0,0.047619048,1.36797619,1,0,1,0
69,CAU-10ÂÃÃOCH3(59),2,Al(OH)(ISO-OCH3),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-OCH3),"['ISOOCH3', 'OH']","[1.0, 1.0]",3.31,0,0,0,0,0,0.454545455,0,0,0,0.272727273,0,0,0.090909091,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0,0,0.136363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,1,0,0,0,0,0.743022727,0.636363636,0.428571429,0.660965521,0.297329157,0.32005643,0.146579312,0.096868235,0.096868235,0.092727273,0.636363636,0.090909091,0,0.136363636,0.136363636,0.181818182,0.454545455,0.227272727,0,0,0.090909091,0.136363636,0.090909091,0.045454545,0,0.272727273,0,0,0.045454545,0,0,0,0,0.045454545,0.952613636,1,0,1,0
70,CAU-10-OH(59),2,Al(OH)(ISO-OH),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(ISO-OH),"['ISOOH', 'OH']","[1.0, 1.0]",3.32,0,0,0,0,0,0.526315789,0,0,0,0.315789474,0,0,0.105263158,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,1,0,0,0,0,0.798820175,0.684210526,0.461538462,0.63374955,0.317960076,0.302387663,0.158980038,0.106791532,0.106791532,0.107368421,0.578947368,0.105263158,0,0.157894737,0.157894737,0.157894737,0.526315789,0.263157895,0,0,0.105263158,0.157894737,0.105263158,0,0,0.315789474,0,0,0.052631579,0,0,0,0,0.052631579,1.247763158,1,0,1,0
71,CdZrSr(292),2,CdZrSr(C2O4)4,"['Cd', 'Zr', 'Sr']","['1','1','1']",1.7,1.323333333,2.666666667,-0.07988,7.107533333,CdZrSr(C2O4)4,['Oxalate'],[4.0],1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0.937854167,0.75,0,0.579124145,0.329124145,0.235374145,0.133312073,0.07186437,0.07186437,0.1325,0.625,0.25,0,0,0,0,1,0.5,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,2.33125,1.333333333,0,0,0
72,Co-NIC(293),2,Co2(NIC)4(Ã«_-H2O),['Co'],['2'],1.35,1.88,2,0.66226,7.881,Co2(NIC)4(Ã«_-H2O),"['NIC', 'H2O']","[4.0, 1.0]",2.79,0,0,0,0,0,0.357142857,0,0,0,0.428571429,0.142857143,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,1,0,0,0,0,0.732803571,0.642857143,0.666666667,0.661693584,0.304550727,0.32240787,0.150390135,0.089133405,0.089133405,0.098571429,0.5,0.071428571,0,0.214285714,0.214285714,0.071428571,0.357142857,0.214285714,0,0,0.071428571,0.071428571,0.071428571,0,0.071428571,0.357142857,0,0,0.071428571,0,0,0,0,0.071428571,0.89625,2,0,0,0.5
73,Cu-PCN(293),2,Cu2(PCN)2(H2O)2,['Cu'],['2'],1.35,1.9,2,1.23578,7.7264,Cu2(PCN)2(H2O)2,"['PCN', 'H2O']","[2.0, 2.0]",3.73,0,0,0,0,0,0.357142857,0,0,0,0.428571429,0.142857143,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,1,0,0,0,0,0.732803571,0.642857143,0.666666667,0.661693584,0.304550727,0.32240787,0.150390135,0.089133405,0.089133405,0.098571429,0.5,0.071428571,0,0.214285714,0.214285714,0.071428571,0.357142857,0.214285714,0,0,0.071428571,0.071428571,0.071428571,0,0.071428571,0.357142857,0,0,0.071428571,0,0,0,0,0.071428571,0.89625,1,0,0,1
74,Eu-Cu(292),2,EuCu(NIC)2(C2O4),"['Eu', 'Cu']","['1','1']",1.6,1.55,2.5,0.67589,6.6982,EuCu(NIC)2(C2O4),"['NIC', 'Oxalate']","[2.0, 1.0]",2.313333333,0,0,0,0,0,0.238095238,0,0,0,0.285714286,0.095238095,0,0.130952381,0.130952381,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.130952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130952381,0,0,0,0,0,0,1,0,0,0,0,0.80115377,0.678571429,0.444444444,0.634170438,0.312741866,0.293396628,0.144697447,0.08337706,0.08337706,0.109880952,0.541666667,0.130952381,0,0.142857143,0.142857143,0.047619048,0.571428571,0.30952381,0,0,0.130952381,0.130952381,0.130952381,0,0.047619048,0.238095238,0,0,0.047619048,0,0,0,0,0.047619048,1.374583333,1.5,0,0,0
75,La-Cu(292),2,LaCu (NIC)2(C2O4),"['La', 'Cu']","['1','1']",1.65,1.5,2.5,0.85289,6.65165,LaCu (NIC)2(C2O4),"['NIC', 'Oxalate']","[2.0, 1.0]",2.313333333,0,0,0,0,0,0.238095238,0,0,0,0.285714286,0.095238095,0,0.130952381,0.130952381,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.130952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130952381,0,0,0,0,0,0,1,0,0,0,0,0.80115377,0.678571429,0.444444444,0.634170438,0.312741866,0.293396628,0.144697447,0.08337706,0.08337706,0.109880952,0.541666667,0.130952381,0,0.142857143,0.142857143,0.047619048,0.571428571,0.30952381,0,0,0.130952381,0.130952381,0.130952381,0,0.047619048,0.238095238,0,0,0.047619048,0,0,0,0,0.047619048,1.374583333,1.5,0,0,0
76,MIL-53-F(Al)(312),2,Al(OH)(BDC-F),['Al'],['1'],1.25,1.61,3,0.43283,5.9858,Al(OH)(BDC-F),"['BDCF', 'OH']","[1.0, 1.0]",2.25,0,0,0,0,0,0.555555556,0,0,0.222222222,0.222222222,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,0.935703704,0.777777778,0.428571429,0.577162339,0.354940117,0.278386535,0.177470059,0.122382191,0.122382191,0.11,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,1,0,1,0
77,N/A(54),2,"Al(OH)(1,4-NDC)",['Al'],['1'],1.25,1.61,3,0.43283,5.9858,"Al(OH)(1,4-NDC)","['NDC', 'OH']","[1.0, 1.0]",3.69,0,0,0,0,0,0.75,0,0,0,0.5,0,0,0.083333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,1,0,0,0,0,0.750666667,0.666666667,0.625,0.651374715,0.318041382,0.328458048,0.169437358,0.11770479,0.11770479,0.098333333,0.5,0.083333333,0,0.25,0.208333333,0.083333333,0.333333333,0.166666667,0,0,0.083333333,0.083333333,0.083333333,0,0,0.416666667,0,0,0.083333333,0,0.083333333,0.041666667,0,0.083333333,0.777083333,1,0,1,0
78,Ni-HF(293),2,Ni2(HFPDPT)-(BPY)2(H2O)2](H2O)8,['Ni'],['2'],1.35,1.91,2,1.15716,7.6398,Ni2(HFPDPT)-(BPY)2(H2O)2](H2O)8,"['BPY', 'HFPDPT', 'H2O']","[2.0, 1.0, 10.0]",7.203333333,0,0,0,0,0,0.513513514,0.036036036,0,0,0.508108108,0.133333333,0,0.036036036,0.036036036,0,0,0.009009009,0.036036036,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0.018018018,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0.054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054054054,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036036036,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0.767368318,0.679279279,0.860215054,0.6452852,0.324564479,0.335146551,0.174786191,0.118977546,0.118977546,0.09,0.444144144,0.036036036,0,0.326126126,0.254054054,0.051351351,0.174774775,0.120720721,0,0,0.09009009,0,0,0.027027027,0.084684685,0.477477477,0,0.018018018,0.084684685,0,0.036036036,0.018018018,0.018018018,0.084684685,0.410193694,1.5,0,0,5
79,"UiO-66-Br(42, 311)",2,Zr6O6(BDC-Br)12,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(BDC-Br)12,"['BDCBr', 'O']","[12.0, 6.0]",2.37,0.222222222,0,0,0,0,0.555555556,0,0,0,0.222222222,0,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,0,0,1.499648148,0.777777778,0.428571429,0.577162339,0.531161955,0.278386535,0.265580977,0.122382191,0.210493109,0.048888889,0.555555556,0.111111111,0,0.166666667,0.166666667,0.111111111,0.444444444,0.222222222,0,0,0.222222222,0.111111111,0.111111111,0,0,0.333333333,0,0,0.055555556,0,0,0,0,0.055555556,1.036111111,2,1,0,0
80,"UiO-67(98, 101, 283, 310)",2,Zr6O6(BPDC)12,['Zr'],['6'],1.55,1.33,4,0.4333,6.6339,Zr6O6(BPDC)12,"['BPDC', 'O']","[12.0, 6.0]",3.76,0,0,0,0,0,0.714285714,0,0,0,0.571428571,0,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,1,0,0,0,0,0.720922619,0.642857143,0.666666667,0.665464041,0.308321184,0.335106899,0.163089164,0.109818391,0.109818391,0.093571429,0.535714286,0.071428571,0,0.214285714,0.214285714,0.107142857,0.285714286,0.142857143,0,0,0.071428571,0.071428571,0.071428571,0,0,0.428571429,0,0,0.071428571,0,0,0,0,0.071428571,0.666071429,2,1,0,0
81,UTSA-16(313),2,[KCo3(C6H4O7)(C6H5O7)(H2O)28H2O]8,"['Co', 'K']","['3','1']",1.5625,1.615,1.75,0.621945,6.995915,[KCo3(C6H4O7)(C6H5O7)(H2O)28H2O]8,"['C6H4O7', 'C6H5O7', 'H2O']","[1.0, 1.0, 2.0]",3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,0,0.19047619,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.047619048,0,0.19047619,0,0,0.095238095,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,1,0,0,0,0,0.762392857,0.619047619,0,0.659892287,0.278939906,0.300564866,0.127565191,0.085407555,0.085407555,0.077619048,0.80952381,0.142857143,0,0,0,0.285714286,0.666666667,0.333333333,0,0,0.142857143,0.19047619,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,1.57297619,0.5,0,0,0.5
82,ZIF-7(293),2,Zn(PhIM)2,['Zn'],['1'],1.35,1.65,2,-0.62,9.3942,Zn(PhIM)2,['PHIM'],[2.0],7.58,0,0,0,0,0,0.428571429,0,0,0,0.642857143,0.107142857,0.107142857,0.035714286,0.107142857,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.035714286,0,0.071428571,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,1,0,0,0,0,0.709065476,0.642857143,0.833333333,0.668247278,0.31110442,0.346571901,0.169885701,0.110288246,0.110288246,0.093571429,0.464285714,0.035714286,0,0.285714286,0.285714286,0.071428571,0.214285714,0.142857143,0,0,0.035714286,0.035714286,0.035714286,0,0.035714286,0.5,0,0.035714286,0.071428571,0,0.071428571,0.035714286,0,0.107142857,0.490892857,2,0,0,0
83,ZIF-90(293),2,Zn(ICA)2,['Zn'],['1'],1.35,1.65,2,-0.62,9.3942,Zn(ICA)2,['ICA'],[2.0],10.23,0,0,0,0,0,0,0,0,0,0.272727273,0.181818182,0.181818182,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72794697,0.636363636,0.714285714,0.663879589,0.300243226,0.322342267,0.145322849,0.079352951,0.079352951,0.101818182,0.454545455,0.090909091,0,0.272727273,0.181818182,0.090909091,0.363636364,0.272727273,0,0,0.090909091,0,0.090909091,0,0.090909091,0.363636364,0,0.090909091,0,0,0,0,0,0.090909091,1.039772727,2,0,0,0
84,Zn-TTC(293),2,Zn3(TTC)(OH)2(H2O),['Zn'],['3'],1.35,1.65,2,-0.62,9.3942,Zn3(TTC)(OH)2(H2O),"['TTC', 'OH', 'H2O']","[1.0, 2.0, 1.0]",2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.16,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0.16,0.16,0.08,0,0.24,0,0,0.08,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,1,0,0,0,0,0.827143333,0.68,0.294117647,0.626969385,0.306969385,0.296969385,0.151649658,0.106405611,0.106405611,0.0864,0.64,0.16,0,0.2,0,0.16,0.72,0.36,0,0,0.16,0.16,0.16,0,0.04,0,0.16,0.04,0,0,0,0,0.04,0,1.5843,0.333333333,0,0.666666667,0.333333333
85,Zn/Co-BTEC(293),2,ZnCo(BTEC),"['Zn', 'Co']","['1','1']",1.35,1.765,2,0.02113,8.6376,ZnCo(BTEC),['BTEC'],[1.0],10.86,0,0,0,0,0,0.777777778,0,0,0,0.222222222,0,0,0.222222222,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,1.009814815,0.888888889,0.75,0.524971652,0.413860541,0.285166287,0.229610731,0.172441892,0.172441892,0.138888889,0.111111111,0.222222222,0,0.388888889,0.388888889,0,0.666666667,0.333333333,0,0,0.222222222,0,0,0,0.111111111,0.555555556,0,0.111111111,0.055555556,0,0.222222222,0.111111111,0,0.166666667,1.313333333,0.5,0,0,0
86,Zr-DMBDC(162),2,Zr6O6(DMBDC)12,['Zn'],['6'],1.35,1.65,2,-0.62,9.3942,Zr6O6(DMBDC)12,"['DMBDC', 'O']","[12.0, 6.0]",2.48,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0.1,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,0,0.959441667,0.7,0.428571429,0.622474487,0.404124145,0.292886902,0.202062073,0.111658162,0.152482991,0.057,0.6,0.1,0,0.15,0.15,0.2,0.4,0.2,0,0,0.1,0.2,0.1,0,0,0.3,0,0,0.05,0,0,0,0,0.05,0.9325,2,1,0,0
87,AlaZnCl(85),2,Zn(Ala)(Cl),['Zn'],['1'],1.35,1.65,2,-0.62,9.3942,Zn(Ala)(Cl),"['ALA', 'Cl']","[1.0, 1.0]",-2.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0.038461538,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0.038461538,0.038461538,0,0,0.153846154,0,0.038461538,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115384615,0,0.038461538,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0.5,0,0,0,0.5,1.045161859,0.480769231,0,0.720018433,0.3897699,0.265049986,0.043532888,0.024464011,0.024464011,0.094423077,0.673076923,0.038461538,0,0,0,0.115384615,0.192307692,0.115384615,0,0,0.288461538,0.038461538,0.076923077,0.076923077,0,0,0,0,0,0,0,0,0,0,0.608846154,2,0,0,0
88,AlaZnOAc(85),2,Zn(Ala)(OAc),['Zn'],['1'],1.35,1.65,2,-0.62,9.3942,Zn(Ala)(OAc),"['ALA', 'AC']","[1.0, 1.0]",3.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0.225961538,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100961538,0,0,0,0,0,0,0,0,0.100961538,0.100961538,0,0,0.153846154,0,0.038461538,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302884615,0,0.038461538,0,0,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100961538,0,0,0,0,0,0,1,0,0,0,0,0.598328526,0.480769231,0,0.739058351,0.219827582,0.330964904,0.084673406,0.042430103,0.042430103,0.055048077,0.798076923,0.100961538,0,0,0,0.177884615,0.442307692,0.240384615,0,0,0.100961538,0.100961538,0.139423077,0.139423077,0,0,0,0,0,0,0,0,0,0,1.191658654,2,0,0,0
89,Bio-MOF-13(95),2,Co2(AD)2(C3H7CO2)2,['Co'],['2'],1.35,1.88,2,0.66226,7.881,Co2(AD)2(C3H7CO2)2,"['AD', 'C3H7CO2']","[2.0, 2.0]",7.6,0,0,0,0,0,0.033333333,0,0,0,0,0.1,0.1,0,0,0,0,0,0.035714286,0,0.071428571,0,0,0,0,0.1,0,0,0,0.033333333,0,0.133333333,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0.035714286,0.035714286,0.035714286,0,0.321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.033333333,0,0,0.178571429,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.5,0,0,0,0,0.637581349,0.547619048,0.45,0.710839049,0.258458096,0.342749705,0.125114716,0.07396271,0.07396271,0.073928571,0.628571429,0.035714286,0,0.166666667,0.166666667,0.14047619,0.30952381,0.238095238,0,0,0.035714286,0.035714286,0.069047619,0.107142857,0.1,0.2,0,0.033333333,0.033333333,0,0.066666667,0.033333333,0,0.066666667,1.003702381,2,0,0,0
